model_id,table1_rows,table1_columns,horizon,hp_set,prediction_on,id,id2
3103,Sample size,Goldstein,1 month,B&S,train-cv,Repeat04,Fold1
3104,Sample size,Goldstein,1 month,B&S,train-cv,Repeat04,Fold2
3105,Sample size,Goldstein,1 month,B&S,train-cv,Repeat05,Fold1
3106,Sample size,Goldstein,1 month,B&S,train-cv,Repeat05,Fold2
3107,Sample size,Goldstein,1 month,B&S,train-cv,Repeat06,Fold1
3108,Sample size,Goldstein,1 month,B&S,train-cv,Repeat06,Fold2
3109,Sample size,Goldstein,1 month,B&S,train-cv,Repeat07,Fold1
3110,Sample size,Goldstein,1 month,B&S,train-cv,Repeat07,Fold2
3111,Sample size,Goldstein,1 month,B&S,train-cv,Repeat08,Fold1
3112,Sample size,Goldstein,1 month,B&S,train-cv,Repeat08,Fold2
3113,Sample size,Goldstein,1 month,B&S,train-cv,Repeat09,Fold1
3114,Sample size,Goldstein,1 month,B&S,train-cv,Repeat09,Fold2
3115,Sample size,Goldstein,1 month,B&S,train-cv,Repeat10,Fold1
3116,Sample size,Goldstein,1 month,B&S,train-cv,Repeat10,Fold2
3117,Sample size,Goldstein,1 month,B&S,train-cv,Repeat11,Fold1
3118,Sample size,Goldstein,1 month,B&S,train-cv,Repeat11,Fold2
3119,Sample size,Goldstein,1 month,B&S,train-cv,Repeat12,Fold1
3120,Sample size,Goldstein,1 month,B&S,train-cv,Repeat12,Fold2
3121,Sample size,Goldstein,1 month,B&S,train-cv,Repeat13,Fold1
3122,Sample size,Goldstein,1 month,B&S,train-cv,Repeat13,Fold2
3123,Sample size,Goldstein,1 month,B&S,train-cv,Repeat14,Fold1
3124,Sample size,Goldstein,1 month,B&S,train-cv,Repeat14,Fold2
3125,Sample size,Goldstein,1 month,B&S,train-cv,Repeat15,Fold1
3126,Sample size,Goldstein,1 month,B&S,train-cv,Repeat15,Fold2
3127,Sample size,Goldstein,1 month,B&S,train-cv,Repeat16,Fold1
3128,Sample size,Goldstein,1 month,B&S,train-cv,Repeat16,Fold2
3129,Sample size,Goldstein,1 month,B&S,train-cv,Repeat17,Fold1
3130,Sample size,Goldstein,1 month,B&S,train-cv,Repeat17,Fold2
3131,Sample size,Goldstein,1 month,B&S,train-cv,Repeat18,Fold1
3132,Sample size,Goldstein,1 month,B&S,train-cv,Repeat18,Fold2
3133,Sample size,Goldstein,1 month,B&S,train-cv,Repeat19,Fold1
3134,Sample size,Goldstein,1 month,B&S,train-cv,Repeat19,Fold2
3135,Sample size,Goldstein,1 month,B&S,train-cv,Repeat20,Fold1
3136,Sample size,Goldstein,1 month,B&S,train-cv,Repeat20,Fold2
3137,Sample size,Goldstein,1 month,B&S,train-cv,Repeat21,Fold1
3138,Sample size,Goldstein,1 month,B&S,train-cv,Repeat21,Fold2
3139,Sample size,Goldstein,1 month,B&S,test,NA,NA
3140,Sample size,Goldstein,1 month,Default,train-cv,Repeat01,Fold1
3141,Sample size,Goldstein,1 month,Default,train-cv,Repeat01,Fold2
3142,Sample size,Goldstein,1 month,Default,train-cv,Repeat02,Fold1
3143,Sample size,Goldstein,1 month,Default,train-cv,Repeat02,Fold2
3144,Sample size,Goldstein,1 month,Default,train-cv,Repeat03,Fold1
3145,Sample size,Goldstein,1 month,Default,train-cv,Repeat03,Fold2
3146,Sample size,Goldstein,1 month,Default,train-cv,Repeat04,Fold1
3147,Sample size,Goldstein,1 month,Default,train-cv,Repeat04,Fold2
3148,Sample size,Goldstein,1 month,Default,train-cv,Repeat05,Fold1
3149,Sample size,Goldstein,1 month,Default,train-cv,Repeat05,Fold2
3150,Sample size,Goldstein,1 month,Default,train-cv,Repeat06,Fold1
3151,Sample size,Goldstein,1 month,Default,train-cv,Repeat06,Fold2
3152,Sample size,Goldstein,1 month,Default,train-cv,Repeat07,Fold1
3153,Sample size,Goldstein,1 month,Default,train-cv,Repeat07,Fold2
3154,Sample size,Goldstein,1 month,Default,train-cv,Repeat08,Fold1
3155,Sample size,Goldstein,1 month,Default,train-cv,Repeat08,Fold2
3156,Sample size,Goldstein,1 month,Default,train-cv,Repeat09,Fold1
3157,Sample size,Goldstein,1 month,Default,train-cv,Repeat09,Fold2
3158,Sample size,Goldstein,1 month,Default,train-cv,Repeat10,Fold1
3159,Sample size,Goldstein,1 month,Default,train-cv,Repeat10,Fold2
3160,Sample size,Goldstein,1 month,Default,train-cv,Repeat11,Fold1
3161,Sample size,Goldstein,1 month,Default,train-cv,Repeat11,Fold2
3162,Sample size,Goldstein,1 month,Default,train-cv,Repeat12,Fold1
3163,Sample size,Goldstein,1 month,Default,train-cv,Repeat12,Fold2
3164,Sample size,Goldstein,1 month,Default,train-cv,Repeat13,Fold1
3165,Sample size,Goldstein,1 month,Default,train-cv,Repeat13,Fold2
3166,Sample size,Goldstein,1 month,Default,train-cv,Repeat14,Fold1
3167,Sample size,Goldstein,1 month,Default,train-cv,Repeat14,Fold2
3168,Sample size,Goldstein,1 month,Default,train-cv,Repeat15,Fold1
3169,Sample size,Goldstein,1 month,Default,train-cv,Repeat15,Fold2
3170,Sample size,Goldstein,1 month,Default,train-cv,Repeat16,Fold1
3171,Sample size,Goldstein,1 month,Default,train-cv,Repeat16,Fold2
3172,Sample size,Goldstein,1 month,Default,train-cv,Repeat17,Fold1
3173,Sample size,Goldstein,1 month,Default,train-cv,Repeat17,Fold2
3174,Sample size,Goldstein,1 month,Default,train-cv,Repeat18,Fold1
3175,Sample size,Goldstein,1 month,Default,train-cv,Repeat18,Fold2
3176,Sample size,Goldstein,1 month,Default,train-cv,Repeat19,Fold1
3177,Sample size,Goldstein,1 month,Default,train-cv,Repeat19,Fold2
3178,Sample size,Goldstein,1 month,Default,train-cv,Repeat20,Fold1
3179,Sample size,Goldstein,1 month,Default,train-cv,Repeat20,Fold2
3180,Sample size,Goldstein,1 month,Default,train-cv,Repeat21,Fold1
3181,Sample size,Goldstein,1 month,Default,train-cv,Repeat21,Fold2
3182,Sample size,Goldstein,1 month,Default,test,NA,NA
3183,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat01,Fold1
3184,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat01,Fold2
3185,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat02,Fold1
3186,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat02,Fold2
3187,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat03,Fold1
3188,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat03,Fold2
3189,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat04,Fold1
3190,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat04,Fold2
3191,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat05,Fold1
3192,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat05,Fold2
3193,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat06,Fold1
3194,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat06,Fold2
3195,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat07,Fold1
3196,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat07,Fold2
3197,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat08,Fold1
3198,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat08,Fold2
3199,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat09,Fold1
3200,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat09,Fold2
3201,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat10,Fold1
3202,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat10,Fold2
3203,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat11,Fold1
3204,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat11,Fold2
3205,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat12,Fold1
3206,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat12,Fold2
3207,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat13,Fold1
3208,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat13,Fold2
3209,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat14,Fold1
3210,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat14,Fold2
3211,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat15,Fold1
3212,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat15,Fold2
3213,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat16,Fold1
3214,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat16,Fold2
3215,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat17,Fold1
3216,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat17,Fold2
3217,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat18,Fold1
3218,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat18,Fold2
3219,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat19,Fold1
3220,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat19,Fold2
3221,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat20,Fold1
3222,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat20,Fold2
3223,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat21,Fold1
3224,Sample size,Goldstein,1 month,Tuned,train-cv,Repeat21,Fold2
3225,Sample size,Goldstein,1 month,Tuned,test,NA,NA
3226,Sample size,Goldstein,6 months,B&S,train-cv,Repeat01,Fold1
3227,Sample size,Goldstein,6 months,B&S,train-cv,Repeat01,Fold2
3228,Sample size,Goldstein,6 months,B&S,train-cv,Repeat02,Fold1
3229,Sample size,Goldstein,6 months,B&S,train-cv,Repeat02,Fold2
3230,Sample size,Goldstein,6 months,B&S,train-cv,Repeat03,Fold1
3231,Sample size,Goldstein,6 months,B&S,train-cv,Repeat03,Fold2
3232,Sample size,Goldstein,6 months,B&S,train-cv,Repeat04,Fold1
3233,Sample size,Goldstein,6 months,B&S,train-cv,Repeat04,Fold2
3234,Sample size,Goldstein,6 months,B&S,train-cv,Repeat05,Fold1
3235,Sample size,Goldstein,6 months,B&S,train-cv,Repeat05,Fold2
3236,Sample size,Goldstein,6 months,B&S,train-cv,Repeat06,Fold1
3237,Sample size,Goldstein,6 months,B&S,train-cv,Repeat06,Fold2
3238,Sample size,Goldstein,6 months,B&S,train-cv,Repeat07,Fold1
3239,Sample size,Goldstein,6 months,B&S,train-cv,Repeat07,Fold2
3240,Sample size,Goldstein,6 months,B&S,train-cv,Repeat08,Fold1
3241,Sample size,Goldstein,6 months,B&S,train-cv,Repeat08,Fold2
3242,Sample size,Goldstein,6 months,B&S,train-cv,Repeat09,Fold1
3243,Sample size,Goldstein,6 months,B&S,train-cv,Repeat09,Fold2
3244,Sample size,Goldstein,6 months,B&S,train-cv,Repeat10,Fold1
3245,Sample size,Goldstein,6 months,B&S,train-cv,Repeat10,Fold2
3246,Sample size,Goldstein,6 months,B&S,train-cv,Repeat11,Fold1
3247,Sample size,Goldstein,6 months,B&S,train-cv,Repeat11,Fold2
3248,Sample size,Goldstein,6 months,B&S,train-cv,Repeat12,Fold1
3249,Sample size,Goldstein,6 months,B&S,train-cv,Repeat12,Fold2
3250,Sample size,Goldstein,6 months,B&S,train-cv,Repeat13,Fold1
3251,Sample size,Goldstein,6 months,B&S,train-cv,Repeat13,Fold2
3252,Sample size,Goldstein,6 months,B&S,train-cv,Repeat14,Fold1
3253,Sample size,Goldstein,6 months,B&S,train-cv,Repeat14,Fold2
3254,Sample size,Goldstein,6 months,B&S,train-cv,Repeat15,Fold1
3255,Sample size,Goldstein,6 months,B&S,train-cv,Repeat15,Fold2
3256,Sample size,Goldstein,6 months,B&S,train-cv,Repeat16,Fold1
3257,Sample size,Goldstein,6 months,B&S,train-cv,Repeat16,Fold2
3258,Sample size,Goldstein,6 months,B&S,train-cv,Repeat17,Fold1
3259,Sample size,Goldstein,6 months,B&S,train-cv,Repeat17,Fold2
3260,Sample size,Goldstein,6 months,B&S,train-cv,Repeat18,Fold1
3261,Sample size,Goldstein,6 months,B&S,train-cv,Repeat18,Fold2
3262,Sample size,Goldstein,6 months,B&S,train-cv,Repeat19,Fold1
3263,Sample size,Goldstein,6 months,B&S,train-cv,Repeat19,Fold2
3264,Sample size,Goldstein,6 months,B&S,train-cv,Repeat20,Fold1
3265,Sample size,Goldstein,6 months,B&S,train-cv,Repeat20,Fold2
3266,Sample size,Goldstein,6 months,B&S,train-cv,Repeat21,Fold1
3267,Sample size,Goldstein,6 months,B&S,train-cv,Repeat21,Fold2
3268,Sample size,Goldstein,6 months,B&S,test,NA,NA
3269,Sample size,Goldstein,6 months,Default,train-cv,Repeat01,Fold1
3270,Sample size,Goldstein,6 months,Default,train-cv,Repeat01,Fold2
3271,Sample size,Goldstein,6 months,Default,train-cv,Repeat02,Fold1
3272,Sample size,Goldstein,6 months,Default,train-cv,Repeat02,Fold2
3273,Sample size,Goldstein,6 months,Default,train-cv,Repeat03,Fold1
3274,Sample size,Goldstein,6 months,Default,train-cv,Repeat03,Fold2
3275,Sample size,Goldstein,6 months,Default,train-cv,Repeat04,Fold1
3276,Sample size,Goldstein,6 months,Default,train-cv,Repeat04,Fold2
3277,Sample size,Goldstein,6 months,Default,train-cv,Repeat05,Fold1
3278,Sample size,Goldstein,6 months,Default,train-cv,Repeat05,Fold2
3279,Sample size,Goldstein,6 months,Default,train-cv,Repeat06,Fold1
3280,Sample size,Goldstein,6 months,Default,train-cv,Repeat06,Fold2
3281,Sample size,Goldstein,6 months,Default,train-cv,Repeat07,Fold1
3282,Sample size,Goldstein,6 months,Default,train-cv,Repeat07,Fold2
3283,Sample size,Goldstein,6 months,Default,train-cv,Repeat08,Fold1
3284,Sample size,Goldstein,6 months,Default,train-cv,Repeat08,Fold2
3285,Sample size,Goldstein,6 months,Default,train-cv,Repeat09,Fold1
3286,Sample size,Goldstein,6 months,Default,train-cv,Repeat09,Fold2
3287,Sample size,Goldstein,6 months,Default,train-cv,Repeat10,Fold1
3288,Sample size,Goldstein,6 months,Default,train-cv,Repeat10,Fold2
3289,Sample size,Goldstein,6 months,Default,train-cv,Repeat11,Fold1
3290,Sample size,Goldstein,6 months,Default,train-cv,Repeat11,Fold2
3291,Sample size,Goldstein,6 months,Default,train-cv,Repeat12,Fold1
3292,Sample size,Goldstein,6 months,Default,train-cv,Repeat12,Fold2
3293,Sample size,Goldstein,6 months,Default,train-cv,Repeat13,Fold1
3294,Sample size,Goldstein,6 months,Default,train-cv,Repeat13,Fold2
3295,Sample size,Goldstein,6 months,Default,train-cv,Repeat14,Fold1
3296,Sample size,Goldstein,6 months,Default,train-cv,Repeat14,Fold2
3297,Sample size,Goldstein,6 months,Default,train-cv,Repeat15,Fold1
3298,Sample size,Goldstein,6 months,Default,train-cv,Repeat15,Fold2
3299,Sample size,Goldstein,6 months,Default,train-cv,Repeat16,Fold1
3300,Sample size,Goldstein,6 months,Default,train-cv,Repeat16,Fold2
3301,Sample size,Goldstein,6 months,Default,train-cv,Repeat17,Fold1
3302,Sample size,Goldstein,6 months,Default,train-cv,Repeat17,Fold2
3303,Sample size,Goldstein,6 months,Default,train-cv,Repeat18,Fold1
3304,Sample size,Goldstein,6 months,Default,train-cv,Repeat18,Fold2
3305,Sample size,Goldstein,6 months,Default,train-cv,Repeat19,Fold1
3306,Sample size,Goldstein,6 months,Default,train-cv,Repeat19,Fold2
3307,Sample size,Goldstein,6 months,Default,train-cv,Repeat20,Fold1
3308,Sample size,Goldstein,6 months,Default,train-cv,Repeat20,Fold2
3309,Sample size,Goldstein,6 months,Default,train-cv,Repeat21,Fold1
3310,Sample size,Goldstein,6 months,Default,train-cv,Repeat21,Fold2
3311,Sample size,Goldstein,6 months,Default,test,NA,NA
3312,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat01,Fold1
3313,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat01,Fold2
3314,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat02,Fold1
3315,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat02,Fold2
3316,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat03,Fold1
3317,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat03,Fold2
3318,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat04,Fold1
3319,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat04,Fold2
3320,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat05,Fold1
3321,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat05,Fold2
3322,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat06,Fold1
3323,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat06,Fold2
3324,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat07,Fold1
3325,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat07,Fold2
3326,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat08,Fold1
3327,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat08,Fold2
3328,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat09,Fold1
3329,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat09,Fold2
3330,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat10,Fold1
3331,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat10,Fold2
3332,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat11,Fold1
3333,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat11,Fold2
3334,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat12,Fold1
3335,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat12,Fold2
3336,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat13,Fold1
3337,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat13,Fold2
3338,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat14,Fold1
3339,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat14,Fold2
3340,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat15,Fold1
3341,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat15,Fold2
3342,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat16,Fold1
3343,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat16,Fold2
3344,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat17,Fold1
3345,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat17,Fold2
3346,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat18,Fold1
3347,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat18,Fold2
3348,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat19,Fold1
3349,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat19,Fold2
3350,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat20,Fold1
3351,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat20,Fold2
3352,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat21,Fold1
3353,Sample size,Goldstein,6 months,Tuned,train-cv,Repeat21,Fold2
3354,Sample size,Goldstein,6 months,Tuned,test,NA,NA
3355,Sample size,CAMEO,1 month,B&S,train-cv,Repeat01,Fold1
3356,Sample size,CAMEO,1 month,B&S,train-cv,Repeat01,Fold2
3357,Sample size,CAMEO,1 month,B&S,train-cv,Repeat02,Fold1
3358,Sample size,CAMEO,1 month,B&S,train-cv,Repeat02,Fold2
3359,Sample size,CAMEO,1 month,B&S,train-cv,Repeat03,Fold1
3360,Sample size,CAMEO,1 month,B&S,train-cv,Repeat03,Fold2
3361,Sample size,CAMEO,1 month,B&S,train-cv,Repeat04,Fold1
3362,Sample size,CAMEO,1 month,B&S,train-cv,Repeat04,Fold2
3363,Sample size,CAMEO,1 month,B&S,train-cv,Repeat05,Fold1
3364,Sample size,CAMEO,1 month,B&S,train-cv,Repeat05,Fold2
3365,Sample size,CAMEO,1 month,B&S,train-cv,Repeat06,Fold1
3366,Sample size,CAMEO,1 month,B&S,train-cv,Repeat06,Fold2
3367,Sample size,CAMEO,1 month,B&S,train-cv,Repeat07,Fold1
3368,Sample size,CAMEO,1 month,B&S,train-cv,Repeat07,Fold2
3369,Sample size,CAMEO,1 month,B&S,train-cv,Repeat08,Fold1
3370,Sample size,CAMEO,1 month,B&S,train-cv,Repeat08,Fold2
3371,Sample size,CAMEO,1 month,B&S,train-cv,Repeat09,Fold1
3372,Sample size,CAMEO,1 month,B&S,train-cv,Repeat09,Fold2
3373,Sample size,CAMEO,1 month,B&S,train-cv,Repeat10,Fold1
3374,Sample size,CAMEO,1 month,B&S,train-cv,Repeat10,Fold2
3375,Sample size,CAMEO,1 month,B&S,train-cv,Repeat11,Fold1
3376,Sample size,CAMEO,1 month,B&S,train-cv,Repeat11,Fold2
3377,Sample size,CAMEO,1 month,B&S,train-cv,Repeat12,Fold1
3378,Sample size,CAMEO,1 month,B&S,train-cv,Repeat12,Fold2
3379,Sample size,CAMEO,1 month,B&S,train-cv,Repeat13,Fold1
3380,Sample size,CAMEO,1 month,B&S,train-cv,Repeat13,Fold2
3381,Sample size,CAMEO,1 month,B&S,train-cv,Repeat14,Fold1
3382,Sample size,CAMEO,1 month,B&S,train-cv,Repeat14,Fold2
3383,Sample size,CAMEO,1 month,B&S,train-cv,Repeat15,Fold1
3384,Sample size,CAMEO,1 month,B&S,train-cv,Repeat15,Fold2
3385,Sample size,CAMEO,1 month,B&S,train-cv,Repeat16,Fold1
3386,Sample size,CAMEO,1 month,B&S,train-cv,Repeat16,Fold2
3387,Sample size,CAMEO,1 month,B&S,train-cv,Repeat17,Fold1
3388,Sample size,CAMEO,1 month,B&S,train-cv,Repeat17,Fold2
3389,Sample size,CAMEO,1 month,B&S,train-cv,Repeat18,Fold1
3390,Sample size,CAMEO,1 month,B&S,train-cv,Repeat18,Fold2
3391,Sample size,CAMEO,1 month,B&S,train-cv,Repeat19,Fold1
3392,Sample size,CAMEO,1 month,B&S,train-cv,Repeat19,Fold2
3393,Sample size,CAMEO,1 month,B&S,train-cv,Repeat20,Fold1
3394,Sample size,CAMEO,1 month,B&S,train-cv,Repeat20,Fold2
3395,Sample size,CAMEO,1 month,B&S,train-cv,Repeat21,Fold1
3396,Sample size,CAMEO,1 month,B&S,train-cv,Repeat21,Fold2
3397,Sample size,CAMEO,1 month,B&S,test,NA,NA
3398,Sample size,CAMEO,1 month,Default,train-cv,Repeat01,Fold1
3399,Sample size,CAMEO,1 month,Default,train-cv,Repeat01,Fold2
3400,Sample size,CAMEO,1 month,Default,train-cv,Repeat02,Fold1
3401,Sample size,CAMEO,1 month,Default,train-cv,Repeat02,Fold2
3402,Sample size,CAMEO,1 month,Default,train-cv,Repeat03,Fold1
3403,Sample size,CAMEO,1 month,Default,train-cv,Repeat03,Fold2
3404,Sample size,CAMEO,1 month,Default,train-cv,Repeat04,Fold1
3405,Sample size,CAMEO,1 month,Default,train-cv,Repeat04,Fold2
3406,Sample size,CAMEO,1 month,Default,train-cv,Repeat05,Fold1
3407,Sample size,CAMEO,1 month,Default,train-cv,Repeat05,Fold2
3408,Sample size,CAMEO,1 month,Default,train-cv,Repeat06,Fold1
3409,Sample size,CAMEO,1 month,Default,train-cv,Repeat06,Fold2
3410,Sample size,CAMEO,1 month,Default,train-cv,Repeat07,Fold1
3411,Sample size,CAMEO,1 month,Default,train-cv,Repeat07,Fold2
3412,Sample size,CAMEO,1 month,Default,train-cv,Repeat08,Fold1
3413,Sample size,CAMEO,1 month,Default,train-cv,Repeat08,Fold2
3414,Sample size,CAMEO,1 month,Default,train-cv,Repeat09,Fold1
3415,Sample size,CAMEO,1 month,Default,train-cv,Repeat09,Fold2
3416,Sample size,CAMEO,1 month,Default,train-cv,Repeat10,Fold1
3417,Sample size,CAMEO,1 month,Default,train-cv,Repeat10,Fold2
3418,Sample size,CAMEO,1 month,Default,train-cv,Repeat11,Fold1
3419,Sample size,CAMEO,1 month,Default,train-cv,Repeat11,Fold2
3420,Sample size,CAMEO,1 month,Default,train-cv,Repeat12,Fold1
3421,Sample size,CAMEO,1 month,Default,train-cv,Repeat12,Fold2
3422,Sample size,CAMEO,1 month,Default,train-cv,Repeat13,Fold1
3423,Sample size,CAMEO,1 month,Default,train-cv,Repeat13,Fold2
3424,Sample size,CAMEO,1 month,Default,train-cv,Repeat14,Fold1
3425,Sample size,CAMEO,1 month,Default,train-cv,Repeat14,Fold2
3426,Sample size,CAMEO,1 month,Default,train-cv,Repeat15,Fold1
3427,Sample size,CAMEO,1 month,Default,train-cv,Repeat15,Fold2
3428,Sample size,CAMEO,1 month,Default,train-cv,Repeat16,Fold1
3429,Sample size,CAMEO,1 month,Default,train-cv,Repeat16,Fold2
