model_id,table1_rows,table1_columns,horizon,hp_set,prediction_on,id,id2
7180,Training/test sets 2,Goldstein,6 months,Default,train-cv,Repeat21,Fold2
7181,Training/test sets 2,Goldstein,6 months,Default,test,NA,NA
7182,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat01,Fold1
7183,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat01,Fold2
7184,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat02,Fold1
7185,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat02,Fold2
7186,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat03,Fold1
7187,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat03,Fold2
7188,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat04,Fold1
7189,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat04,Fold2
7190,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat05,Fold1
7191,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat05,Fold2
7192,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat06,Fold1
7193,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat06,Fold2
7194,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat07,Fold1
7195,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat07,Fold2
7196,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat08,Fold1
7197,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat08,Fold2
7198,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat09,Fold1
7199,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat09,Fold2
7200,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat10,Fold1
7201,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat10,Fold2
7202,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat11,Fold1
7203,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat11,Fold2
7204,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat12,Fold1
7205,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat12,Fold2
7206,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat13,Fold1
7207,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat13,Fold2
7208,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat14,Fold1
7209,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat14,Fold2
7210,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat15,Fold1
7211,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat15,Fold2
7212,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat16,Fold1
7213,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat16,Fold2
7214,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat17,Fold1
7215,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat17,Fold2
7216,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat18,Fold1
7217,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat18,Fold2
7218,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat19,Fold1
7219,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat19,Fold2
7220,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat20,Fold1
7221,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat20,Fold2
7222,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat21,Fold1
7223,Training/test sets 2,Goldstein,6 months,Tuned,train-cv,Repeat21,Fold2
7224,Training/test sets 2,Goldstein,6 months,Tuned,test,NA,NA
7225,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat01,Fold1
7226,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat01,Fold2
7227,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat02,Fold1
7228,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat02,Fold2
7229,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat03,Fold1
7230,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat03,Fold2
7231,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat04,Fold1
7232,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat04,Fold2
7233,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat05,Fold1
7234,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat05,Fold2
7235,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat06,Fold1
7236,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat06,Fold2
7237,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat07,Fold1
7238,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat07,Fold2
7239,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat08,Fold1
7240,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat08,Fold2
7241,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat09,Fold1
7242,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat09,Fold2
7243,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat10,Fold1
7244,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat10,Fold2
7245,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat11,Fold1
7246,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat11,Fold2
7247,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat12,Fold1
7248,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat12,Fold2
7249,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat13,Fold1
7250,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat13,Fold2
7251,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat14,Fold1
7252,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat14,Fold2
7253,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat15,Fold1
7254,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat15,Fold2
7255,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat16,Fold1
7256,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat16,Fold2
7257,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat17,Fold1
7258,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat17,Fold2
7259,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat18,Fold1
7260,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat18,Fold2
7261,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat19,Fold1
7262,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat19,Fold2
7263,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat20,Fold1
7264,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat20,Fold2
7265,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat21,Fold1
7266,Training/test sets 2,CAMEO,1 month,B&S,train-cv,Repeat21,Fold2
7267,Training/test sets 2,CAMEO,1 month,B&S,test,NA,NA
7268,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat01,Fold1
7269,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat01,Fold2
7270,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat02,Fold1
7271,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat02,Fold2
7272,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat03,Fold1
7273,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat03,Fold2
7274,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat04,Fold1
7275,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat04,Fold2
7276,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat05,Fold1
7277,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat05,Fold2
7278,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat06,Fold1
7279,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat06,Fold2
7280,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat07,Fold1
7281,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat07,Fold2
7282,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat08,Fold1
7283,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat08,Fold2
7284,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat09,Fold1
7285,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat09,Fold2
7286,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat10,Fold1
7287,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat10,Fold2
7288,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat11,Fold1
7289,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat11,Fold2
7290,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat12,Fold1
7291,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat12,Fold2
7292,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat13,Fold1
7293,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat13,Fold2
7294,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat14,Fold1
7295,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat14,Fold2
7296,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat15,Fold1
7297,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat15,Fold2
7298,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat16,Fold1
7299,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat16,Fold2
7300,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat17,Fold1
7301,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat17,Fold2
7302,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat18,Fold1
7303,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat18,Fold2
7304,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat19,Fold1
7305,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat19,Fold2
7306,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat20,Fold1
7307,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat20,Fold2
7308,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat21,Fold1
7309,Training/test sets 2,CAMEO,1 month,Default,train-cv,Repeat21,Fold2
7310,Training/test sets 2,CAMEO,1 month,Default,test,NA,NA
7311,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat01,Fold1
7312,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat01,Fold2
7313,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat02,Fold1
7314,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat02,Fold2
7315,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat03,Fold1
7316,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat03,Fold2
7317,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat04,Fold1
7318,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat04,Fold2
7319,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat05,Fold1
7320,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat05,Fold2
7321,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat06,Fold1
7322,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat06,Fold2
7323,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat07,Fold1
7324,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat07,Fold2
7325,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat08,Fold1
7326,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat08,Fold2
7327,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat09,Fold1
7328,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat09,Fold2
7329,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat10,Fold1
7330,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat10,Fold2
7331,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat11,Fold1
7332,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat11,Fold2
7333,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat12,Fold1
7334,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat12,Fold2
7335,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat13,Fold1
7336,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat13,Fold2
7337,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat14,Fold1
7338,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat14,Fold2
7339,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat15,Fold1
7340,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat15,Fold2
7341,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat16,Fold1
7342,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat16,Fold2
7343,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat17,Fold1
7344,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat17,Fold2
7345,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat18,Fold1
7346,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat18,Fold2
7347,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat19,Fold1
7348,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat19,Fold2
7349,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat20,Fold1
7350,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat20,Fold2
7351,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat21,Fold1
7352,Training/test sets 2,CAMEO,1 month,Tuned,train-cv,Repeat21,Fold2
7353,Training/test sets 2,CAMEO,1 month,Tuned,test,NA,NA
7354,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat01,Fold1
7355,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat01,Fold2
7356,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat02,Fold1
7357,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat02,Fold2
7358,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat03,Fold1
7359,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat03,Fold2
7360,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat04,Fold1
7361,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat04,Fold2
7362,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat05,Fold1
7363,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat05,Fold2
7364,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat06,Fold1
7365,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat06,Fold2
7366,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat07,Fold1
7367,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat07,Fold2
7368,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat08,Fold1
7369,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat08,Fold2
7370,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat09,Fold1
7371,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat09,Fold2
7372,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat10,Fold1
7373,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat10,Fold2
7374,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat11,Fold1
7375,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat11,Fold2
7376,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat12,Fold1
7377,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat12,Fold2
7378,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat13,Fold1
7379,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat13,Fold2
7380,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat14,Fold1
7381,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat14,Fold2
7382,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat15,Fold1
7383,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat15,Fold2
7384,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat16,Fold1
7385,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat16,Fold2
7386,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat17,Fold1
7387,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat17,Fold2
7388,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat18,Fold1
7389,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat18,Fold2
7390,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat19,Fold1
7391,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat19,Fold2
7392,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat20,Fold1
7393,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat20,Fold2
7394,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat21,Fold1
7395,Training/test sets 2,CAMEO,6 months,B&S,train-cv,Repeat21,Fold2
7396,Training/test sets 2,CAMEO,6 months,B&S,test,NA,NA
7397,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat01,Fold1
7398,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat01,Fold2
7399,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat02,Fold1
7400,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat02,Fold2
7401,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat03,Fold1
7402,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat03,Fold2
7403,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat04,Fold1
7404,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat04,Fold2
7405,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat05,Fold1
7406,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat05,Fold2
7407,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat06,Fold1
7408,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat06,Fold2
7409,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat07,Fold1
7410,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat07,Fold2
7411,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat08,Fold1
7412,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat08,Fold2
7413,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat09,Fold1
7414,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat09,Fold2
7415,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat10,Fold1
7416,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat10,Fold2
7417,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat11,Fold1
7418,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat11,Fold2
7419,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat12,Fold1
7420,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat12,Fold2
7421,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat13,Fold1
7422,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat13,Fold2
7423,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat14,Fold1
7424,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat14,Fold2
7425,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat15,Fold1
7426,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat15,Fold2
7427,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat16,Fold1
7428,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat16,Fold2
7429,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat17,Fold1
7430,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat17,Fold2
7431,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat18,Fold1
7432,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat18,Fold2
7433,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat19,Fold1
7434,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat19,Fold2
7435,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat20,Fold1
7436,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat20,Fold2
7437,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat21,Fold1
7438,Training/test sets 2,CAMEO,6 months,Default,train-cv,Repeat21,Fold2
7439,Training/test sets 2,CAMEO,6 months,Default,test,NA,NA
7440,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat01,Fold1
7441,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat01,Fold2
7442,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat02,Fold1
7443,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat02,Fold2
7444,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat03,Fold1
7445,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat03,Fold2
7446,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat04,Fold1
7447,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat04,Fold2
7448,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat05,Fold1
7449,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat05,Fold2
7450,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat06,Fold1
7451,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat06,Fold2
7452,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat07,Fold1
7453,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat07,Fold2
7454,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat08,Fold1
7455,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat08,Fold2
7456,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat09,Fold1
7457,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat09,Fold2
7458,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat10,Fold1
7459,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat10,Fold2
7460,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat11,Fold1
7461,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat11,Fold2
7462,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat12,Fold1
7463,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat12,Fold2
7464,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat13,Fold1
7465,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat13,Fold2
7466,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat14,Fold1
7467,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat14,Fold2
7468,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat15,Fold1
7469,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat15,Fold2
7470,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat16,Fold1
7471,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat16,Fold2
7472,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat17,Fold1
7473,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat17,Fold2
7474,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat18,Fold1
7475,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat18,Fold2
7476,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat19,Fold1
7477,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat19,Fold2
7478,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat20,Fold1
7479,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat20,Fold2
7480,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat21,Fold1
7481,Training/test sets 2,CAMEO,6 months,Tuned,train-cv,Repeat21,Fold2
7482,Training/test sets 2,CAMEO,6 months,Tuned,test,NA,NA
7483,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat01,Fold1
7484,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat01,Fold2
7485,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat02,Fold1
7486,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat02,Fold2
7487,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat03,Fold1
7488,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat03,Fold2
7489,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat04,Fold1
7490,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat04,Fold2
7491,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat05,Fold1
7492,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat05,Fold2
7493,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat06,Fold1
7494,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat06,Fold2
7495,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat07,Fold1
7496,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat07,Fold2
7497,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat08,Fold1
7498,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat08,Fold2
7499,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat09,Fold1
7500,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat09,Fold2
7501,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat10,Fold1
7502,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat10,Fold2
7503,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat11,Fold1
7504,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat11,Fold2
7505,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat12,Fold1
7506,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat12,Fold2
7507,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat13,Fold1
7508,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat13,Fold2
7509,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat14,Fold1
7510,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat14,Fold2
7511,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat15,Fold1
7512,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat15,Fold2
7513,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat16,Fold1
7514,Training/test sets 2,Average,1 month,B&S,train-cv,Repeat16,Fold2
